domain,kingdom,phylum,class,order,family,genus,species
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus baldwini
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Festucalex,Festucalex erythraeus
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus fisheri
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus histrix
Eukaryota,Metazoa,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus kuda
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,Balistes polylepis
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Canthidermis,Canthidermis maculata
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Melichthys,Melichthys niger
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen bursa
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen fraenatum
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys caeruleolineatus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys mento
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Chilomycterus,Chilomycterus reticulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,Diodon eydouxii
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,Diodon holocanthus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,Diodon hystrix
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Masturus,Masturus lanceolatus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Molidae,Ranzania,Ranzania laevis
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus monoceros
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus scriptus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines dumerilii
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines sandwichiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines verecundus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Pervagor,Pervagor aspricaudus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Pervagor,Pervagor spilosoma
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria diaphana
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria fornasini
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Ostracion,Ostracion meleagris
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Ostracion,Ostracion whitleyi
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron manilensis
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster amboinensis
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster epilampra
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster inframacula
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster jactator
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster rivulata
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster solandri
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Lagocephalus,Lagocephalus lagocephalus
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides pachygaster
Eukaryota,Metazoa,Chordata,Actinopteri,Trachichthyiformes,Anoplogasteridae,Anoplogaster,Anoplogaster cornuta
Eukaryota,Metazoa,Chordata,Actinopteri,Trachichthyiformes,Diretmidae,Diretmichthys,Diretmichthys parini
Eukaryota,Metazoa,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Aulotrachichthys,Aulotrachichthys prosthemius
Eukaryota,Metazoa,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Gephyroberyx,Gephyroberyx japonicus
Eukaryota,Metazoa,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus crassispinus
Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Pinguipedidae,Parapercis,Parapercis schauinslandii
Eukaryota,Metazoa,Chordata,Actinopteri,Zeiformes,Grammicolepididae,Grammicolepis,Grammicolepis brachiusculus
Eukaryota,Metazoa,Chordata,Actinopteri,Zeiformes,Parazenidae,Stethopristes,Stethopristes eos
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Emmelichthyidae,Emmelichthys,Emmelichthys karnellai
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Emmelichthyidae,Emmelichthys,Emmelichthys struhsakeri
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Emmelichthyidae,Erythrocles,Erythrocles scintillans
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Malacanthidae,Malacanthus,Malacanthus brevirostris
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Polynemidae,Polydactylus,Polydactylus sexfilis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Apolemichthys,Apolemichthys arcuatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Apolemichthys,Apolemichthys xanthopunctatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge fisheri
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge flavissima
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge interrupta
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge loriculus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge multicolor
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge nahackyi
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge nigriocellus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Centropyge,Centropyge potteri
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Chaetodontoplus,Chaetodontoplus mesoleucus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Genicanthus,Genicanthus personatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Pomacanthus,Pomacanthus imperator
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Pomacanthus,Pomacanthus semicirculatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacanthidae,Pygoplites,Pygoplites diacanthus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Abudefduf,Abudefduf abdominalis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Abudefduf,Abudefduf sordidus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Abudefduf,Abudefduf vaigiensis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis ovalis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis verater
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Dascyllus,Dascyllus albisella
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon fasciolatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon imparipennis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon johnstonianus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon marginatus
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon phoenixensis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Pomacentridae,NA,Chromis
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Sphyraenidae,Sphyraena,Sphyraena barracuda
Eukaryota,Metazoa,Chordata,Actinopteri,NA,Sphyraenidae,Sphyraena,Sphyraena helleri
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus albimarginatus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus altimus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchos
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus galapagensis
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus limbatus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus longimanus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Sphyrna,Sphyrna lewini
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Sphyrna,Sphyrna mokarran
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Sphyrna,Sphyrna zygaena
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Pseudotriakidae,Pseudotriakis,Pseudotriakis microdon
Eukaryota,Metazoa,Chordata,Chondrichthyes,Echinorhiniformes,Echinorhinidae,Echinorhinus,Echinorhinus cookei
Eukaryota,Metazoa,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus,Hexanchus griseus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,Alopias pelagicus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,Alopias superciliosus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,Alopias vulpinus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Carcharodon,Carcharodon carcharias
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Cetorhinus,Cetorhinus maximus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Isurus,Isurus oxyrinchus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Isurus,Isurus paucus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Megachasmidae,Megachasma,Megachasma pelagios
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,Odontaspis,Odontaspis ferox
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,Odontaspis,Odontaspis noronhai
Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Pseudocarchariidae,Pseudocarcharias,Pseudocarcharias kamoharai
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Bathytoshia,Bathytoshia lata
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Hypanus,Hypanus dipterurus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Pteroplatytrygon,Pteroplatytrygon violacea
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Aetobatus,Aetobatus ocellatus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula alfredi
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula birostris
Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Plesiobatidae,Plesiobatis,Plesiobatis daviesi
Eukaryota,Metazoa,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,Centrophorus tessellatus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Dalatias,Dalatias licha
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Euprotomicrus,Euprotomicrus bispinatus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Isistius,Isistius brasiliensis
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium nigrum
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,Etmopterus bigelowi
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,Etmopterus pusillus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Trigonognathus,Trigonognathus kabeyai
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Somniosus,Somniosus pacificus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Zameus,Zameus squamulosus
Eukaryota,Metazoa,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus mitsukurii
NA,NA,NA,NA,NA,NA,NA,Acromycter alcocki
NA,NA,NA,NA,NA,NA,NA,Ahliesaurus brevis
NA,NA,NA,NA,NA,NA,NA,Alepocephalus blanfordii
NA,NA,NA,NA,NA,NA,NA,Ammodytoides pylei
NA,NA,NA,NA,NA,NA,NA,Anarchias cantonensis
NA,NA,NA,NA,NA,NA,NA,Anarchias exulatus
NA,NA,NA,NA,NA,NA,NA,Anarchias leucurus
NA,NA,NA,NA,NA,NA,NA,Antennarius randalli
NA,NA,NA,NA,NA,NA,NA,Antennatus linearis
NA,NA,NA,NA,NA,NA,NA,Antigonia eos
NA,NA,NA,NA,NA,NA,NA,Apristurus spongiceps
NA,NA,NA,NA,NA,NA,NA,Apterichtus flavicaudus
NA,NA,NA,NA,NA,NA,NA,Araiophos gracilis
NA,NA,NA,NA,NA,NA,NA,Argyripnus brocki
NA,NA,NA,NA,NA,NA,NA,Argyripnus ephippiatus
NA,NA,NA,NA,NA,NA,NA,Ariosoma marginatum
NA,NA,NA,NA,NA,NA,NA,Aristostomias lunifer
NA,NA,NA,NA,NA,NA,NA,Arnoglossus debilis
NA,NA,NA,NA,NA,NA,NA,Aseraggodes borehami
NA,NA,NA,NA,NA,NA,NA,Aseraggodes holcomi
NA,NA,NA,NA,NA,NA,NA,Aseraggodes therese
NA,NA,NA,NA,NA,NA,NA,Astronesthes bilobatus
NA,NA,NA,NA,NA,NA,NA,Astronesthes fedorovi
NA,NA,NA,NA,NA,NA,NA,Astronesthes luetkeni
NA,NA,NA,NA,NA,NA,NA,Astronesthes quasiindicus
NA,NA,NA,NA,NA,NA,NA,Aulotrachichthys heptalepis
NA,NA,NA,NA,NA,NA,NA,Bathophilus altipinnis
NA,NA,NA,NA,NA,NA,NA,Bathophilus schizochirus
NA,NA,NA,NA,NA,NA,NA,Bathycongrus aequoreus
NA,NA,NA,NA,NA,NA,NA,Bathycongrus guttulatus
NA,NA,NA,NA,NA,NA,NA,Bathygadus bowersi
NA,NA,NA,NA,NA,NA,NA,Bodianus bathycapros
NA,NA,NA,NA,NA,NA,NA,Bodianus cylindriatus
NA,NA,NA,NA,NA,NA,NA,Brama myersi
NA,NA,NA,NA,NA,NA,NA,Brotulotaenia nielseni
NA,NA,NA,NA,NA,NA,NA,Bryaninops amplus
NA,NA,NA,NA,NA,NA,NA,Cabillus caudimacula
NA,NA,NA,NA,NA,NA,NA,Callechelys lutea
NA,NA,NA,NA,NA,NA,NA,Callionymus caeruleonotatus
NA,NA,NA,NA,NA,NA,NA,Callionymus comptus
NA,NA,NA,NA,NA,NA,NA,Caracanthus typicus
NA,NA,NA,NA,NA,NA,NA,Carangoides ferdau
NA,NA,NA,NA,NA,NA,NA,Cataetyx hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Centrodraco rubellus
NA,NA,NA,NA,NA,NA,NA,Champsodon fimbriatus
NA,NA,NA,NA,NA,NA,NA,Chascanopsetta crumenalis
NA,NA,NA,NA,NA,NA,NA,Chiasmodon asper
NA,NA,NA,NA,NA,NA,NA,Chlorophthalmus proridens
NA,NA,NA,NA,NA,NA,NA,Chrionema squamiceps
NA,NA,NA,NA,NA,NA,NA,Chromis struhsakeri
NA,NA,NA,NA,NA,NA,NA,Cirrhilabrus luteovittatus
NA,NA,NA,NA,NA,NA,NA,Coelorinchus aratrum
NA,NA,NA,NA,NA,NA,NA,Coelorinchus doryssus
NA,NA,NA,NA,NA,NA,NA,Coelorinchus gladius
NA,NA,NA,NA,NA,NA,NA,Coelorinchus spilonotus
NA,NA,NA,NA,NA,NA,NA,Conger marginatus
NA,NA,NA,NA,NA,NA,NA,Conger oligoporus
NA,NA,NA,NA,NA,NA,NA,Coris ballieui
NA,NA,NA,NA,NA,NA,NA,Coryphaenoides longicirrhus
NA,NA,NA,NA,NA,NA,NA,Cymolutes lecluse
NA,NA,NA,NA,NA,NA,NA,Cypselurus simus
NA,NA,NA,NA,NA,NA,NA,Cyttomimus stelgis
NA,NA,NA,NA,NA,NA,NA,Danaphryne nigrifilis
NA,NA,NA,NA,NA,NA,NA,Diaphus pacificus
NA,NA,NA,NA,NA,NA,NA,Diaphus trachops
NA,NA,NA,NA,NA,NA,NA,Diaphus wisneri
NA,NA,NA,NA,NA,NA,NA,Diplacanthopoma riversandersoni
NA,NA,NA,NA,NA,NA,NA,Draculo pogognathus
NA,NA,NA,NA,NA,NA,NA,Dysomma brevirostre
NA,NA,NA,NA,NA,NA,NA,Enchelyurus brunneolus
NA,NA,NA,NA,NA,NA,NA,Engyprosopon arenicola
NA,NA,NA,NA,NA,NA,NA,Enneapterygius atriceps
NA,NA,NA,NA,NA,NA,NA,Entomacrodus marmoratus
NA,NA,NA,NA,NA,NA,NA,Epigonus devaneyi
NA,NA,NA,NA,NA,NA,NA,Epigonus fragilis
NA,NA,NA,NA,NA,NA,NA,Epigonus glossodontus
NA,NA,NA,NA,NA,NA,NA,Etmopterus villosus
NA,NA,NA,NA,NA,NA,NA,Eurypegasus papilio
NA,NA,NA,NA,NA,NA,NA,Eustomias albibulbus
NA,NA,NA,NA,NA,NA,NA,Eustomias bibulboides
NA,NA,NA,NA,NA,NA,NA,Eustomias bigelowi
NA,NA,NA,NA,NA,NA,NA,Eustomias bimargaritoides
NA,NA,NA,NA,NA,NA,NA,Eustomias bituberoides
NA,NA,NA,NA,NA,NA,NA,Eustomias bulbiramis
NA,NA,NA,NA,NA,NA,NA,Eustomias cancriensis
NA,NA,NA,NA,NA,NA,NA,Eustomias cryptobulbus
NA,NA,NA,NA,NA,NA,NA,Eustomias curtatus
NA,NA,NA,NA,NA,NA,NA,Eustomias deofamiliaris
NA,NA,NA,NA,NA,NA,NA,Eustomias dinema
NA,NA,NA,NA,NA,NA,NA,Eustomias elongatus
NA,NA,NA,NA,NA,NA,NA,Eustomias enbarbatus
NA,NA,NA,NA,NA,NA,NA,Eustomias gibbsi
NA,NA,NA,NA,NA,NA,NA,Eustomias inconstans
NA,NA,NA,NA,NA,NA,NA,Eustomias ioani
NA,NA,NA,NA,NA,NA,NA,Eustomias longiramis
NA,NA,NA,NA,NA,NA,NA,Eustomias macronema
NA,NA,NA,NA,NA,NA,NA,Eustomias magnificus
NA,NA,NA,NA,NA,NA,NA,Eustomias medusa
NA,NA,NA,NA,NA,NA,NA,Eustomias melanostigmoides
NA,NA,NA,NA,NA,NA,NA,Eustomias pacificus
NA,NA,NA,NA,NA,NA,NA,Eustomias parini
NA,NA,NA,NA,NA,NA,NA,Eustomias problematicus
NA,NA,NA,NA,NA,NA,NA,Eustomias satterleei
NA,NA,NA,NA,NA,NA,NA,Eustomias schmidti
NA,NA,NA,NA,NA,NA,NA,Eustomias similis
NA,NA,NA,NA,NA,NA,NA,Eustomias vulgaris
NA,NA,NA,NA,NA,NA,NA,Gadella molokaiensis
NA,NA,NA,NA,NA,NA,NA,Gadomus melanopterus
NA,NA,NA,NA,NA,NA,NA,Gigantactis gargantua
NA,NA,NA,NA,NA,NA,NA,Gigantactis golovani
NA,NA,NA,NA,NA,NA,NA,Gigantactis macronema
NA,NA,NA,NA,NA,NA,NA,Gigantactis perlatus
NA,NA,NA,NA,NA,NA,NA,Gigantactis savagei
NA,NA,NA,NA,NA,NA,NA,Glossanodon struhsakeri
NA,NA,NA,NA,NA,NA,NA,Gonorynchus moseleyi
NA,NA,NA,NA,NA,NA,NA,Gorgasia hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Grammatonotus laysanus
NA,NA,NA,NA,NA,NA,NA,Grammatonotus macrophthalmus
NA,NA,NA,NA,NA,NA,NA,Grammonus nagaredai
NA,NA,NA,NA,NA,NA,NA,Grammonus waikiki
NA,NA,NA,NA,NA,NA,NA,Gymnothorax atolli
NA,NA,NA,NA,NA,NA,NA,Gymnothorax kontodontos
NA,NA,NA,NA,NA,NA,NA,Gymnothorax nuttingi
NA,NA,NA,NA,NA,NA,NA,Gymnothorax polyspondylus
NA,NA,NA,NA,NA,NA,NA,Halicampus edmondsoni
NA,NA,NA,NA,NA,NA,NA,Halieutaea retifera
NA,NA,NA,NA,NA,NA,NA,Halieutopsis margaretae
NA,NA,NA,NA,NA,NA,NA,Hollardia goslinei
NA,NA,NA,NA,NA,NA,NA,Hoplostethus fedorovi
NA,NA,NA,NA,NA,NA,NA,Hymenocephalus antraeus
NA,NA,NA,NA,NA,NA,NA,Hymenocephalus aterrimus
NA,NA,NA,NA,NA,NA,NA,Hymenocephalus striatulus
NA,NA,NA,NA,NA,NA,NA,Hymenogadus tenuis
NA,NA,NA,NA,NA,NA,NA,Hyporhamphus pacificus
NA,NA,NA,NA,NA,NA,NA,Ichthyapus platyrhynchus
NA,NA,NA,NA,NA,NA,NA,Ichthyococcus intermedius
NA,NA,NA,NA,NA,NA,NA,Ijimaia plicatellus
NA,NA,NA,NA,NA,NA,NA,Iniistius baldwini
NA,NA,NA,NA,NA,NA,NA,Istiblennius zebra
NA,NA,NA,NA,NA,NA,NA,Kelloggella oligolepis
NA,NA,NA,NA,NA,NA,NA,Kentrocapros spilonota
NA,NA,NA,NA,NA,NA,NA,Kumba hebetata
NA,NA,NA,NA,NA,NA,NA,Kuronezumia bubonis
NA,NA,NA,NA,NA,NA,NA,Lampanyctus macropterus
NA,NA,NA,NA,NA,NA,NA,Lampanyctus steinbecki
NA,NA,NA,NA,NA,NA,NA,Lasiognathus beebei
NA,NA,NA,NA,NA,NA,NA,Lasiognathus saccostoma
NA,NA,NA,NA,NA,NA,NA,Lasiognathus waltoni
NA,NA,NA,NA,NA,NA,NA,Lepidammodytes macrophthalmus
NA,NA,NA,NA,NA,NA,NA,Lepidopus calcar
NA,NA,NA,NA,NA,NA,NA,Leptobrotula breviventralis
NA,NA,NA,NA,NA,NA,NA,Leptostomias macronema
NA,NA,NA,NA,NA,NA,NA,Lestidiops mirabilis
NA,NA,NA,NA,NA,NA,NA,Lestidium nudum
NA,NA,NA,NA,NA,NA,NA,Linophryne escaramosa
NA,NA,NA,NA,NA,NA,NA,Linophryne indica
NA,NA,NA,NA,NA,NA,NA,Linophryne pennibarbata
NA,NA,NA,NA,NA,NA,NA,Liopropoma aurora
NA,NA,NA,NA,NA,NA,NA,Liopropoma collettei
NA,NA,NA,NA,NA,NA,NA,Lophiodes bruchius
NA,NA,NA,NA,NA,NA,NA,Luciobrotula lineata
NA,NA,NA,NA,NA,NA,NA,Malacocephalus boretzi
NA,NA,NA,NA,NA,NA,NA,Malacocephalus hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Malthopsis mitrigera
NA,NA,NA,NA,NA,NA,NA,Maurolicus imperatorius
NA,NA,NA,NA,NA,NA,NA,Melamphaes danae
NA,NA,NA,NA,NA,NA,NA,Melamphaes indicus
NA,NA,NA,NA,NA,NA,NA,Melamphaes janae
NA,NA,NA,NA,NA,NA,NA,Melamphaes parini
NA,NA,NA,NA,NA,NA,NA,Mentodus eubranchus
NA,NA,NA,NA,NA,NA,NA,Mentodus mesalirus
NA,NA,NA,NA,NA,NA,NA,Microbrotula rubra
NA,NA,NA,NA,NA,NA,NA,Minyichthys brachyrhinus
NA,NA,NA,NA,NA,NA,NA,Moringua hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Nansenia pelagica
NA,NA,NA,NA,NA,NA,NA,Neomerinthe rufescens
NA,NA,NA,NA,NA,NA,NA,Nettenchelys gephyra
NA,NA,NA,NA,NA,NA,NA,Nezumia burragei
NA,NA,NA,NA,NA,NA,NA,Nezumia ectenes
NA,NA,NA,NA,NA,NA,NA,Nezumia holocentra
NA,NA,NA,NA,NA,NA,NA,Nezumia obliquata
